-1.277197449610434576e+00,-1.552643241015687625e+00
-1.277197449610434576e+00,-1.552643241015687625e+00
-1.277194836267526057e+00,-1.552622227708111646e+00
-1.277166520608491229e+00,-1.552672774604363815e+00
-1.277208171026449346e+00,-1.552643504795502505e+00
-1.277206119804111362e+00,-1.552699384194723864e+00
-1.277173769011079818e+00,-1.552718546956591172e+00
-1.277178259972579832e+00,-1.552852405325608531e+00
-1.277203987112616179e+00,-1.553025298727965797e+00
-1.277375327926272952e+00,-1.553495221414234129e+00
-1.277457962249689771e+00,-1.554129525367033970e+00
-1.275782700010100523e+00,-1.555228055551516997e+00
-1.274083053069316129e+00,-1.555793574304868088e+00
-1.270334783760306063e+00,-1.556650617180246110e+00
-1.268345693866507640e+00,-1.557165106713837899e+00
-1.264014406755971986e+00,-1.557700033885734747e+00
-1.259021104661434798e+00,-1.557592136529124316e+00
-1.256597183981941201e+00,-1.557310545163890891e+00
-1.252251716662607484e+00,-1.556745281609327680e+00
-1.249891530671257911e+00,-1.556189448790674446e+00
-1.244900676386975213e+00,-1.555024510172736241e+00
-1.242270236968846753e+00,-1.554492256575178422e+00
-1.236512102566338145e+00,-1.553474143985954070e+00
-1.230442303543916038e+00,-1.552236511690886278e+00
-1.227499080240275209e+00,-1.551643508006711247e+00
-1.221027963111180004e+00,-1.550331332505484161e+00
-1.217685621607286883e+00,-1.549705584793699797e+00
-1.211244339234603506e+00,-1.548548930583082406e+00
-1.204729072395245959e+00,-1.547452174229895672e+00
-1.201518525048652197e+00,-1.547056046270463003e+00
-1.194976393126530478e+00,-1.545991165921187127e+00
-1.188489890310985508e+00,-1.544863190713970269e+00
-1.185238230132184656e+00,-1.544224285100427752e+00
-1.178609084931864226e+00,-1.543114405103280129e+00
-1.175137990337991933e+00,-1.542484274959977864e+00
-1.167973865712776727e+00,-1.540863228986701250e+00
-1.160143530313937799e+00,-1.539583707302715210e+00
-1.156545589663887874e+00,-1.538839682429161915e+00
-1.148586513674269893e+00,-1.537371952050925694e+00
-1.144527239482866721e+00,-1.536843782157822247e+00
-1.136649445579694717e+00,-1.535651608857177219e+00
-1.132611887629267677e+00,-1.534957385939508923e+00
-1.124383798099655829e+00,-1.533396058383328375e+00
-1.116430335422277098e+00,-1.532022753138868820e+00
-1.112257825664903166e+00,-1.531325489548137853e+00
-1.103495693548051326e+00,-1.530120689172774773e+00
-1.094870846652176821e+00,-1.528914644638315945e+00
-1.090171721876528776e+00,-1.527981327947935952e+00
-1.081220693290694701e+00,-1.526931747976045139e+00
-1.076730572062298386e+00,-1.526275943369787447e+00
-1.067387152494957858e+00,-1.525103111877662565e+00
-1.057766645372708592e+00,-1.524021585109384569e+00
-1.052983683858717878e+00,-1.523337278684989249e+00
-1.043713153414284944e+00,-1.522497562916588887e+00
-1.038775714590526977e+00,-1.521604739008466600e+00
-1.029169142221935340e+00,-1.520898088915795920e+00
-1.024278592391448139e+00,-1.520305948109247129e+00
-1.014604057876665966e+00,-1.519612789952532905e+00
-1.005049441289930456e+00,-1.519296998983850733e+00
-1.000191919273188290e+00,-1.519612088074200118e+00
-9.902927883749480520e-01,-1.518794425654664826e+00
-9.851339887207541945e-01,-1.518524440150963439e+00
-9.752014011472910360e-01,-1.518183551258900144e+00
-9.649159778308107338e-01,-1.517646072688139336e+00
-9.599782584391460816e-01,-1.517595454258370502e+00
-9.494771636140197923e-01,-1.517199837314077371e+00
-9.393436035751948632e-01,-1.516361483063618287e+00
-9.341466706979724144e-01,-1.515981907581745780e+00
-9.290795238680411572e-01,-1.515516033363085713e+00
-9.240314879646547297e-01,-1.514956052594652380e+00
-9.090212912555326596e-01,-1.513752912065664535e+00
-9.038032147503731739e-01,-1.513448418128011674e+00
-8.941789163445137412e-01,-1.513104566058734113e+00
-8.838046582879525159e-01,-1.512776054550479365e+00
-8.785076408918018886e-01,-1.512845659691874456e+00
-8.683236460485387331e-01,-1.513201979330967673e+00
-8.630273656498276269e-01,-1.513072155029719257e+00
-8.528080360835640361e-01,-1.513188665503755193e+00
-8.425225783703134130e-01,-1.513107541571008019e+00
-8.372534362631609550e-01,-1.513033323250739137e+00
-8.268762981144375246e-01,-1.512681253184590346e+00
-8.216855096760276034e-01,-1.512433924472561753e+00
-8.115814429062204738e-01,-1.512322295912851278e+00
-8.007610090765325817e-01,-1.511801913201199055e+00
-7.955456900523261154e-01,-1.511608061472349718e+00
-7.850079743661200204e-01,-1.511436854498969806e+00
-7.747339766480449974e-01,-1.511369805827735835e+00
-7.691934065803029963e-01,-1.511459484248401930e+00
-7.591230321214978982e-01,-1.511576921069366142e+00
-7.539873808762302954e-01,-1.511663823489270309e+00
-7.438718880435889469e-01,-1.511277986204704771e+00
-7.321764009679431195e-01,-1.510646309555449429e+00
-7.276217226557344375e-01,-1.510637766312020291e+00
-7.171090366629295776e-01,-1.510310208708047996e+00
-7.116500296122864055e-01,-1.510156810454453380e+00
-7.001287966006506380e-01,-1.509538897669976176e+00
-6.893290487442297332e-01,-1.508718218715903614e+00
-6.840255041153486815e-01,-1.508709021118668892e+00
-6.732052888545317915e-01,-1.509075565688926313e+00
-6.677847232526555876e-01,-1.509001842154743533e+00
-6.560598049647524688e-01,-1.508086586963520714e+00
-6.508265936673406360e-01,-1.508095084171716449e+00
-6.390272409417350197e-01,-1.508143692434010363e+00
-6.280178129831450740e-01,-1.508658085617068378e+00
-6.220067073205234331e-01,-1.508737916410640700e+00
-6.104147296249614607e-01,-1.508906910937611867e+00
-5.990195346849642721e-01,-1.508758266008230153e+00
-5.935655652739252330e-01,-1.508575515274977130e+00
-5.817371717716681712e-01,-1.508399499477194539e+00
-5.760949972899089833e-01,-1.508150533174170249e+00
-5.651169556733429689e-01,-1.507823493640141788e+00
-5.533495644276650305e-01,-1.507590420894424410e+00
-5.480619388587140151e-01,-1.507514705748553174e+00
-5.369074256106154408e-01,-1.507518179285927351e+00
-5.308189184030305263e-01,-1.507636007136510914e+00
