2.264344958398589291e+00,-1.363118187298264283e+00,2.000000000000000111e-01
2.268182112665066086e+00,-1.314601940491922250e+00,2.000000000000000111e-01
2.273153558296106436e+00,-1.265721448904990165e+00,2.000000000000000111e-01
2.278249424364897191e+00,-1.216496538716848264e+00,2.000000000000000111e-01
2.288417024032375124e+00,-1.166259960142853380e+00,2.000000000000000111e-01
2.280844293465337902e+00,-1.118015465007027975e+00,2.000000000000000111e-01
2.269092279739326923e+00,-1.020943854132740247e+00,2.000000000000000111e-01
2.270764861657203593e+00,-9.707698353965165117e-01,2.000000000000000111e-01
2.238296313710775642e+00,-9.275987090317308059e-01,2.000000000000000111e-01
2.240209913136134379e+00,-8.771428317887964843e-01,2.000000000000000111e-01
2.240219323058928236e+00,-8.266869985911284857e-01,2.000000000000000111e-01
2.232541501752530966e+00,-7.778769690113008783e-01,2.000000000000000111e-01
2.247030769994085464e+00,-7.224096255646249576e-01,2.000000000000000111e-01
2.262313879265156036e+00,-6.656202383863440986e-01,2.000000000000000111e-01
2.249730490849292774e+00,-5.635896467101512153e-01,2.000000000000000111e-01
2.259843507526651862e+00,-5.059325639670453345e-01,2.000000000000000111e-01
2.248264799880664633e+00,-4.556071115260729165e-01,2.000000000000000111e-01
2.262605540685557859e+00,-3.943984076945188377e-01,2.000000000000000111e-01
2.260013170550598360e+00,-3.390791726887631974e-01,2.000000000000000111e-01
2.230720215053989541e+00,-2.375227660115368788e-01,2.000000000000000111e-01
2.259060302027564138e+00,-1.650752759723990160e-01,2.000000000000000111e-01
2.251011394011987132e+00,-1.091112453575875385e-01,2.000000000000000111e-01
2.262101974002705962e+00,-4.213270481659048272e-02,2.000000000000000111e-01
2.259462341039880418e+00,1.881638719927392067e-02,2.000000000000000111e-01
2.256389592069957928e+00,8.062307835330684291e-02,2.000000000000000111e-01
2.254703954345753658e+00,2.106152649115660136e-01,2.000000000000000111e-01
2.301873441681776544e+00,3.091925886454873762e-01,2.000000000000000111e-01
2.313348977074895174e+00,3.874171884737160898e-01,2.000000000000000111e-01
2.302513519425153365e+00,4.521625207814772285e-01,2.000000000000000111e-01
2.301555027676852827e+00,5.253833932795113348e-01,2.000000000000000111e-01
2.315596829762782694e+00,6.118740529222086444e-01,2.000000000000000111e-01
2.276687395458929952e+00,7.387611958612834151e-01,2.000000000000000111e-01
2.266626392942679757e+00,8.118517097217550216e-01,2.000000000000000111e-01
2.293944226622724347e+00,9.195551240202668453e-01,2.000000000000000111e-01
2.299074337865595119e+00,1.011423403465976811e+00,2.000000000000000111e-01
2.314941517306311702e+00,1.116532890811901879e+00,2.000000000000000111e-01
2.322956029849139181e+00,1.218065657213446507e+00,2.000000000000000111e-01
2.254758828803638870e+00,1.344809990401363287e+00,2.000000000000000111e-01
2.247802301456105045e+00,1.439222529715353804e+00,2.000000000000000111e-01
2.245031816516710688e+00,1.541710949270999276e+00,2.000000000000000111e-01
2.230362673717843247e+00,1.634381243533555406e+00,2.000000000000000111e-01
2.243334586838916955e+00,1.763592107657020680e+00,2.000000000000000111e-01
2.212818127864684126e+00,1.967579887680702910e+00,2.000000000000000111e-01
2.183266947921053802e+00,2.056636052388355118e+00,2.000000000000000111e-01
2.894051968669756558e+00,3.177184522583727411e+00,2.000000000000000111e-01
2.690205821911380468e+00,3.820967324600895498e+00,2.000000000000000111e-01
2.625801647149166751e+00,3.926829790841865009e+00,2.000000000000000111e-01
2.514406644570597926e+00,3.951399023820274525e+00,2.000000000000000111e-01
2.214981528426248847e+00,3.616222117419375603e+00,2.000000000000000111e-01
2.180099108339831560e+00,4.010027019187933917e+00,2.000000000000000111e-01
2.063933645991901766e+00,4.013962551075788809e+00,2.000000000000000111e-01
1.933546015401987006e+00,3.981674813827941417e+00,2.000000000000000111e-01
1.834465842334878527e+00,4.016629682410096436e+00,2.000000000000000111e-01
1.690802255783309338e+00,3.939278068479790118e+00,2.000000000000000111e-01
1.589537129563181495e+00,3.961496923786300695e+00,2.000000000000000111e-01
1.390889190461248814e+00,4.012644920793274395e+00,2.000000000000000111e-01
1.272714821247879158e+00,3.977913263481287043e+00,2.000000000000000111e-01
1.149701828030995632e+00,3.918738530453990787e+00,2.000000000000000111e-01
1.055361424896852807e+00,3.949366279193616602e+00,2.000000000000000111e-01
9.596863296591739978e-01,3.975455320512308877e+00,2.000000000000000111e-01
8.443140145147434161e-01,3.921192541104180140e+00,2.000000000000000111e-01
7.440856787201641787e-01,3.921170193331805276e+00,2.000000000000000111e-01
5.517891893600954667e-01,3.951986083638432401e+00,2.000000000000000111e-01
4.491997856982132831e-01,3.928878828216213481e+00,2.000000000000000111e-01
3.535180853490840214e-01,3.941427163311758353e+00,2.000000000000000111e-01
2.543112772778760577e-01,3.927524618815852353e+00,2.000000000000000111e-01
1.620789771481467856e-01,3.964462923239282954e+00,2.000000000000000111e-01
-3.416892129825177538e-02,3.929968747701507947e+00,2.000000000000000111e-01
-1.298631500929690596e-01,3.929063074014004453e+00,2.000000000000000111e-01
-2.268764400120651947e-01,3.895515156771552245e+00,2.000000000000000111e-01
-3.191835412857968457e-01,3.972200061167299179e+00,2.000000000000000111e-01
-4.152711402154580789e-01,3.957298253321038128e+00,2.000000000000000111e-01
-5.108736256003437726e-01,3.960719764155968381e+00,2.000000000000000111e-01
-8.473830329986359322e-01,3.330415900500533599e+00,2.000000000000000111e-01
-1.256952390448435208e+00,3.791277840259807075e+00,2.000000000000000111e-01
-1.241529588224243863e+00,3.113768286432362142e+00,2.000000000000000111e-01
-1.404281571881135449e+00,3.553545518511257217e+00,2.000000000000000111e-01
-1.292170317467842722e+00,2.528510752703835518e+00,2.000000000000000111e-01
-1.516060506755411152e+00,3.220391744413983570e+00,2.000000000000000111e-01
-1.608246090556437968e+00,3.242596996329887293e+00,2.000000000000000111e-01
-1.776115347000425837e+00,3.209256360755044835e+00,2.000000000000000111e-01
-1.986302878481643885e+00,3.624790853608883534e+00,2.000000000000000111e-01
-1.786174585520256874e+00,2.664776572009248223e+00,2.000000000000000111e-01
-1.860563342660243036e+00,2.646218302321144744e+00,2.000000000000000111e-01
-2.012020185863090838e+00,2.614516334015159149e+00,2.000000000000000111e-01
-2.668743210924447773e+00,3.813841697129935593e+00,2.000000000000000111e-01
-2.668732207992802419e+00,3.324157025918249797e+00,2.000000000000000111e-01
-2.401045991986960004e+00,2.539154395682313048e+00,2.000000000000000111e-01
-2.481312384427553308e+00,2.524867120623324634e+00,2.000000000000000111e-01
-2.648211416293813514e+00,2.503023330554467574e+00,2.000000000000000111e-01
-2.747883509187739826e+00,2.517919996955947592e+00,2.000000000000000111e-01
-3.573682644619946114e+00,3.567646875912071192e+00,2.000000000000000111e-01
